ensembl_gene_id	external_gene_name	gene_biotype	go_id	name_1006
WBGene00020503	T14B4.9	protein_coding	GO:0016020; GO:0016740; GO:0016757; GO:0000139	membrane; transferase activity; glycosyltransferase activity; Golgi membrane
WBGene00020504	svh-2	protein_coding	GO:0005524; GO:0005515; GO:0006468; GO:0004672; GO:0004713	ATP binding; protein binding; protein phosphorylation; protein kinase activity; protein tyrosine kinase activity
WBGene00020505	T14E8.2	protein_coding	GO:0043410; GO:0043195; GO:0030297	positive regulation of MAPK cascade; terminal bouton; transmembrane receptor protein tyrosine kinase activator activity
WBGene00020506	dop-3	protein_coding	GO:0016020; GO:0007186; GO:0004930	membrane; G protein-coupled receptor signaling pathway; G protein-coupled receptor activity
WBGene00020507	vha-15	protein_coding	GO:0046961; GO:1902600; GO:0000221	proton-transporting ATPase activity, rotational mechanism; proton transmembrane transport; vacuolar proton-transporting V-type ATPase, V1 domain
WBGene00020508	T14F9.2	protein_coding		
WBGene00020509	hex-1	protein_coding	GO:0005975; GO:0004553; GO:0004563	carbohydrate metabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds; beta-N-acetylhexosaminidase activity
WBGene00020510	T14G11.1	protein_coding	GO:0016020	membrane
WBGene00020511	immt-1	protein_coding		
WBGene00020515	T14G12.6	protein_coding		
WBGene00020516	T15B7.1	protein_coding	GO:0005615; GO:0062023	extracellular space; collagen-containing extracellular matrix
WBGene00020517	hpo-8	protein_coding		
WBGene00020520	T15B7.8	protein_coding	; GO:0016020	; membrane
WBGene00020522		pseudogene		
WBGene00020523	dmsr-14	protein_coding	GO:0016020; GO:0007186; GO:0004930; GO:0008528; 	membrane; G protein-coupled receptor signaling pathway; G protein-coupled receptor activity; G protein-coupled peptide receptor activity; 
WBGene00020524	dmsr-13	protein_coding	GO:0016020; GO:0008528	membrane; G protein-coupled peptide receptor activity
WBGene00020525	dmsr-15	protein_coding	GO:0016020; GO:0008528	membrane; G protein-coupled peptide receptor activity
WBGene00020526	T15B7.14	protein_coding	GO:0016020	membrane
WBGene00020527	T15B7.15	protein_coding		
WBGene00020528	lgc-54	protein_coding	GO:0016020; GO:0004888; GO:0005216; GO:0006811; GO:0034220; GO:0005230	membrane; transmembrane signaling receptor activity; monoatomic ion channel activity; monoatomic ion transport; monoatomic ion transmembrane transport; extracellular ligand-gated monoatomic ion channel activity
WBGene00020530	T15B12.1	protein_coding	GO:0005739; GO:0005515	mitochondrion; protein binding
WBGene00020531	T15B12.2	protein_coding	GO:0007165; GO:0005634; GO:0016740; GO:0000166; GO:0005524; GO:0016310; GO:0016301; GO:0004672; GO:0004674; GO:0006468	signal transduction; nucleus; transferase activity; nucleotide binding; ATP binding; phosphorylation; kinase activity; protein kinase activity; protein serine/threonine kinase activity; protein phosphorylation
WBGene00020532	math-42	protein_coding	GO:0005515	protein binding
WBGene00020533	T16A1.2	protein_coding	GO:0016020	membrane
WBGene00020534	fbxc-49	protein_coding		
WBGene00020535	T16A1.4	protein_coding		
WBGene00020536	T16A1.5	protein_coding		
WBGene00020537	fbxb-37	protein_coding		
WBGene00020539	T16D1.1	protein_coding		
WBGene00020540	pals-25	protein_coding		
WBGene00020541	fbxb-81	protein_coding		
WBGene00020542	fbxb-82	protein_coding	GO:0005515	protein binding
WBGene00020543	fbxb-83	protein_coding		
WBGene00020544	fbxb-84	protein_coding	GO:0005515	protein binding
WBGene00020545		pseudogene		
WBGene00020546	zig-13	protein_coding		
WBGene00020547		pseudogene		
WBGene00020548	T17A3.12	protein_coding		
WBGene00020549	nmt-1	protein_coding	GO:0004379; GO:0006499; 	glycylpeptide N-tetradecanoyltransferase activity; N-terminal protein myristoylation; 
WBGene00020550	T17H7.1	protein_coding		
WBGene00020551	T17H7.7	protein_coding		
WBGene00020553	ttc-17	protein_coding	GO:0005515	protein binding
WBGene00020554	T19A5.3	protein_coding		
WBGene00020555	nhr-219	protein_coding	GO:0008270; GO:0006355; GO:0003700; GO:0043565	zinc ion binding; regulation of DNA-templated transcription; DNA-binding transcription factor activity; sequence-specific DNA binding
WBGene00020556	pamn-1	protein_coding	GO:0005515; GO:0016020; GO:0003824; GO:0004497; GO:0005507; GO:0016715; GO:0006518	protein binding; membrane; catalytic activity; monooxygenase activity; copper ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen; peptide metabolic process
WBGene00020557	T19B4.3	protein_coding	GO:0005737; GO:0016740; GO:0016757; GO:0016208; GO:0044209; GO:0003999; GO:0006166; GO:0006168; GO:0002055	cytoplasm; transferase activity; glycosyltransferase activity; AMP binding; AMP salvage; adenine phosphoribosyltransferase activity; purine ribonucleoside salvage; adenine salvage; adenine binding
WBGene00020558	T19B4.5	protein_coding		
WBGene00020559	best-17	protein_coding	GO:0005254	chloride channel activity
WBGene00020560	T19C3.2	protein_coding		
WBGene00020561	T19C3.3	protein_coding		
WBGene00020562	T19C3.4	protein_coding	GO:0016020; GO:0008017; GO:0005789; GO:0071782; GO:0071786; GO:0005881	membrane; microtubule binding; endoplasmic reticulum membrane; endoplasmic reticulum tubular network; endoplasmic reticulum tubular network organization; cytoplasmic microtubule
WBGene00020563	T19C3.5	protein_coding	GO:0008289; GO:0005615	lipid binding; extracellular space
WBGene00020564	T19C3.6	protein_coding		
WBGene00020565	T19C3.7	protein_coding		
WBGene00020566	ttr-7	protein_coding	GO:0009986	cell surface
WBGene00020567	adt-3	protein_coding	GO:0006508; GO:0004222; GO:0008237	proteolysis; metalloendopeptidase activity; metallopeptidase activity
WBGene00020568	T19D2.3	protein_coding	GO:0016020	membrane
WBGene00020569	lgc-32	protein_coding	GO:0016020; GO:0004888; GO:0005216; GO:0006811; GO:0034220; GO:0005230	membrane; transmembrane signaling receptor activity; monoatomic ion channel activity; monoatomic ion transport; monoatomic ion transmembrane transport; extracellular ligand-gated monoatomic ion channel activity
WBGene00020571	lpr-7	protein_coding		
WBGene00020572	rund-1	protein_coding		
WBGene00020573	T19D7.5	protein_coding	GO:0016020	membrane
WBGene00020574	T19D7.6	protein_coding		
WBGene00020575	T19D7.7	protein_coding	GO:0016020; GO:0016788; GO:0006644; GO:0004620	membrane; hydrolase activity, acting on ester bonds; phospholipid metabolic process; phospholipase activity
WBGene00020576	T19D12.1	protein_coding	GO:0016020	membrane
WBGene00020577	T19D12.2	protein_coding		
WBGene00020578		pseudogene		
WBGene00020579	T19D12.4	protein_coding	GO:0016020; GO:0045087; GO:0045121; GO:0050829	membrane; innate immune response; membrane raft; defense response to Gram-negative bacterium
WBGene00020580	T19D12.5	protein_coding	GO:0007165; GO:0005634; GO:0000166; GO:0005524; GO:0016310; GO:0016301; GO:0004672; GO:0004674; GO:0006468	signal transduction; nucleus; nucleotide binding; ATP binding; phosphorylation; kinase activity; protein kinase activity; protein serine/threonine kinase activity; protein phosphorylation
WBGene00020581	T19D12.6	protein_coding		
WBGene00020582	oig-8	protein_coding		
WBGene00020583	T19D12.9	protein_coding	GO:0016020; GO:0055085; GO:0022857	membrane; transmembrane transport; transmembrane transporter activity
WBGene00020584	T19D12.10	protein_coding	GO:0016020; GO:0055085; GO:0022857	membrane; transmembrane transport; transmembrane transporter activity
WBGene00020585	clec-178	protein_coding		
WBGene00020586	frpr-18	protein_coding	GO:0016020; GO:0007186; GO:0004930; GO:0008528	membrane; G protein-coupled receptor signaling pathway; G protein-coupled receptor activity; G protein-coupled peptide receptor activity
WBGene00020587	ugt-9	protein_coding	GO:0008194	UDP-glycosyltransferase activity
WBGene00020588	T19H12.2	protein_coding	GO:0005634; GO:0042393	nucleus; histone binding
WBGene00020589	T19H12.3	protein_coding		
WBGene00020590	T19H12.6	protein_coding	GO:0016020; GO:0005886; GO:0006751; GO:0036374	membrane; plasma membrane; glutathione catabolic process; glutathione hydrolase activity
WBGene00020591		pseudogene		
WBGene00020592	ugt-12	protein_coding	GO:0008194	UDP-glycosyltransferase activity
WBGene00020593	ugt-11	protein_coding	GO:0008194	UDP-glycosyltransferase activity
WBGene00020594	ugt-10	protein_coding	GO:0008194	UDP-glycosyltransferase activity
WBGene00020595	T20B5.2	protein_coding		
WBGene00020596	oga-1	protein_coding		
WBGene00020598		pseudogene		
WBGene00020599	T20B6.3	protein_coding		
WBGene00020600	trd-1	protein_coding	GO:0005515	protein binding
WBGene00020601	T20B12.3	protein_coding	GO:0043231; GO:0005730; GO:0032040; GO:0042254; GO:0030692	intracellular membrane-bounded organelle; nucleolus; small-subunit processome; ribosome biogenesis; Noc4p-Nop14p complex
WBGene00020602	T20B12.4	protein_coding		
WBGene00020603	T20B12.5	protein_coding		
WBGene00020604	T20B12.7	protein_coding	GO:0005739; GO:0046872; GO:0005737; GO:0051539; GO:0051536; GO:0009055; GO:0005758; GO:0016226; GO:0051537; GO:0022900	mitochondrion; metal ion binding; cytoplasm; 4 iron, 4 sulfur cluster binding; iron-sulfur cluster binding; electron transfer activity; mitochondrial intermembrane space; iron-sulfur cluster assembly; 2 iron, 2 sulfur cluster binding; electron transport chain
WBGene00020605	lgc-50	protein_coding	GO:0016020; GO:0004888; GO:0005216; GO:0006811; GO:0034220; GO:0005230	membrane; transmembrane signaling receptor activity; monoatomic ion channel activity; monoatomic ion transport; monoatomic ion transmembrane transport; extracellular ligand-gated monoatomic ion channel activity
WBGene00020607	srab-20	protein_coding		
WBGene00020608	srab-22	protein_coding		
WBGene00020609	T20D4.3	protein_coding	GO:0005634; GO:0016787; GO:0005737; GO:0005829; GO:0006516; GO:0000224; GO:0006515; GO:0043170	nucleus; hydrolase activity; cytoplasm; cytosol; glycoprotein catabolic process; peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity; protein quality control for misfolded or incompletely synthesized proteins; macromolecule metabolic process
WBGene00020611	txt-11	protein_coding	GO:0005737; GO:0006516	cytoplasm; glycoprotein catabolic process
WBGene00020612	arrd-22	protein_coding		
WBGene00020613	T20D4.7	protein_coding	GO:0045494; GO:0007600	photoreceptor cell maintenance; sensory perception
WBGene00020614		pseudogene		
WBGene00020615		pseudogene		
WBGene00020616	T20D4.10	protein_coding		
WBGene00020617	T20D4.11	protein_coding		
WBGene00020618	T20D4.12	protein_coding		
WBGene00020619		pseudogene		
WBGene00020620	T20D4.15	protein_coding		
WBGene00020622		pseudogene		
WBGene00020623	srab-21	protein_coding		
WBGene00020624	T20D4.19	protein_coding		
WBGene00020625	mrrf-1	protein_coding	GO:0006412	translation
WBGene00020626	T20F5.4	protein_coding		
WBGene00020627	T20F5.5	protein_coding	GO:0016020	membrane
WBGene00020628	T20F5.6	protein_coding	GO:0046872; GO:0061630; GO:0016567	metal ion binding; ubiquitin protein ligase activity; protein ubiquitination
WBGene00020629	T20F5.7	protein_coding	GO:0046872; GO:0061630; GO:0016567	metal ion binding; ubiquitin protein ligase activity; protein ubiquitination
WBGene00020630	T20F7.1	protein_coding		
WBGene00020631	T20F7.3	protein_coding	GO:0005634; GO:0005737; GO:0016740; GO:0016310; GO:0016301; GO:0046854; GO:0032958; GO:0000828	nucleus; cytoplasm; transferase activity; phosphorylation; kinase activity; phosphatidylinositol phosphate biosynthetic process; inositol phosphate biosynthetic process; inositol hexakisphosphate kinase activity
WBGene00020632		pseudogene		
WBGene00020633	aakg-2	protein_coding		
WBGene00020634	acs-9	protein_coding		
WBGene00020635	ztf-31	protein_coding		
WBGene00020636	T20H4.5	protein_coding	GO:0016020; GO:0005739; GO:0046872; GO:0016491; GO:0009410; GO:0070469; GO:0051539; GO:0051536; GO:0032981; GO:0005747; GO:0006120; GO:0008137; GO:0016651; GO:0003954	membrane; mitochondrion; metal ion binding; oxidoreductase activity; response to xenobiotic stimulus; respirasome; 4 iron, 4 sulfur cluster binding; iron-sulfur cluster binding; mitochondrial respiratory chain complex I assembly; mitochondrial respiratory chain complex I; mitochondrial electron transport, NADH to ubiquinone; NADH dehydrogenase (ubiquinone) activity; oxidoreductase activity, acting on NAD(P)H; NADH dehydrogenase activity
WBGene00020637	fbxa-7	protein_coding	GO:0005515	protein binding
